key,original_en,translation,context
Make_Face_Default_Title,Affected by Karma and parents,,此项受天命和父母影响
color_name_1,Otami,,獭见
color_name_2,Wei Red,,魏红
color_name_3,Moth Yellow,,蛾黄
color_name_4,Wormwood Green,,苍艾
color_name_5,Shadow Green,,影青
color_name_6,Purple,,紫府
color_name_7,Silver Red,,银红
color_name_8,Mountain White,,山矾
color_name_9,Rosy Red,,桃夭
color_name_10,Crimson Yarn,,绛纱
color_name_11,Ride In Light,,扶光
color_name_12,Everspring,,长春
color_name_13,Raven Green,,鸦青
color_name_14,Frozen Eve,,凝夜
color_name_15,Rouge,,胭脂
color_name_16,Persimmon,,朱柿
color_name_17,Purple Plum,,紫梅
color_name_18,Red Grass,,朱草
color_name_19,Fairest,,最白
color_name_20,Sallow,,蜡黄
color_name_21,Standard,,标准
color_name_22,Darkest,,最黑
color_name_23,Rosiest,,最红
color_name_24,Darker,,稍黑
create_character_1,Select Parents,,选择父母
create_character_2,Hold to view parents details,,按住显示父母详情
sect_prefix_1,Millipill,,万药
sect_prefix_2,Milliherb,,百草
sect_prefix_3,Wonderpill,,灵药
sect_prefix_4,Rejuvenation,,回春
sect_prefix_5,Mount Hua,,华山
sect_prefix_6,Oro,,太岳
sect_prefix_7,Mount Sword,,剑山
sect_prefix_8,Millisword,,万剑
sect_prefix_9,Heat,,炽刹
sect_prefix_10,Pyro,,火神
sect_prefix_11,Fire God,,祝融
sect_prefix_12,Blazeforge,,赤炼
sect_prefix_13,Shadow Needle,,影针
sect_prefix_14,Shadow Bamboo,,影竹
sect_prefix_15,Death Shadow,,煞影
sect_prefix_16,Iron Bamboo,,铁竹
sect_prefix_17,Wolong,,卧龙
sect_prefix_18,Green Dragon,,苍龙
sect_prefix_19,Winedrinker,,吞酒
sect_prefix_20,Oinos,,杜康
sect_prefix_21,Soluna,,日月
sect_prefix_22,Fire Chasers,,逐火
sect_prefix_23,Kuller,,库勒
sect_prefix_24,Prajna,,般若
sect_prefix_25,Five-dragon,,五龙
sect_prefix_26,Five-blossom,,五花
sect_prefix_27,Five-venom,,五毒
sect_prefix_28,Millitoxin,,万蛊
sect_prefix_29,Millibeast,,万兽
sect_prefix_30,Multibeast,,百兽
sect_prefix_31,Kilobeast,,千兽
sect_prefix_32,Spiritual Ox,,灵牛
sect_prefix_33,Dragon Slayer,,降龙
sect_prefix_34,Tiger Hunter,,伏虎
sect_prefix_35,Purified Robe,,净衣
sect_prefix_36,Stained Robe,,污衣
sect_prefix_37,Iron Robe,,铁衣
sect_prefix_38,Rebel Scale,,逆鳞
sect_prefix_39,Hundred Battles,,百战
sect_prefix_40,Furious Devil,,怒煞
sect_prefix_41,Meditative Stillness,,禅定
sect_prefix_42,Pure Land,,净土
sect_prefix_43,Truth Seeker,,唯识
sect_prefix_44,Vajra,,金刚
sect_prefix_45,Sword Tip,,剑极
sect_prefix_46,Sword Control,,御剑
sect_prefix_47,Autumn Water,,秋水
sect_prefix_48,Moon Shattering,,破月
sect_prefix_49,Star Shifting,,移星
sect_prefix_50,Constellation,,换斗
sect_prefix_51,Mystic Heaven,,玄天
sect_prefix_52,Chaotic Moon,,乱月
sect_prefix_53,True Martial,,真武
sect_prefix_54,Mystic Wander,,玄奇
sect_prefix_55,Wu Dang,,武当
sect_prefix_56,Demon Suppressor,,镇魔
sect_suffix_1,Sect,,门
sect_suffix_2,Sect,,派
sect_suffix_3,Sect,,宗
sect_suffix_4,Cult,,教
sect_suffix_5,Vale,,谷
sect_suffix_6,Manor,,庄
sect_suffix_7,Palace,,宫
sect_suffix_8,House,,楼
sect_suffix_9,Society,,会
sect_join_conditions_1,Gender,,性别
sect_join_conditions_2,Abilities,,能力
sect_join_conditions_3,Reputation,,名声
sect_punish_0,Deprive Kungfu,,废除武功
sect_punish_1,Pay fines,,缴纳罚金
sect_punish_2,Death is insufficient for the crime,,罪不容诛
sect_punish_3,Detain,,关押
sect_tax_1,Gather resources,,采集资源
sect_tax_2,Build houses,,建造房屋
sect_join,Join,,申请加入
sect_info,Sect Info,,门派信息
sect_tips,Sect Tips,,门派提示
sect_join_tips,You joined 「{0}」,,你加入了「{0}」门派
sect_quit_tips,You left 「{0}」,,你脱离了「{0}」门派
sect_select_message,Leave 「{0}」 and join 「{1}」?,,是否要脱离「{0}」门派，加入「{1}」门派
sect_member_Idle,Idle,,闲置
sect_occupying_tile,Expansion in progress,,正在开辟
sect_occupy_remainder,Time Left · {0},,剩余时间 · {0}
sect_occupy_tile,Expand Territory,,开辟领地
sect_occupy_tile_click_map_tips,Click the map,,点击地图
sect_cancel_occupy_tile,Cancel Expansion,,取消开辟
sect_tile_belong,Current Affiliation:,,当前所属：
sect_tile_res,Resource Yield:,,产出资源：
sect_tile_occupy_need_res,Occupy Cost:,,占领花费：
sect_fight,Duel,,约战
sect_creator,Creator,,创建者
sect_creator_none,Unknown,,未知
sect_cur_chief,Current Master,,当前掌门
sect_last_chief,Previous Master,,前任掌门
sect_chief_desc,"After the Master's demise, the person with the highest Prestige in the sect becomes the new Master.",,掌门死亡后，当前门派声望最高的人继任为新的掌门
sect_member_num_desc,"Whenever the sect occupies a new lot, you can recruit 3 additional disciples.",,门派势力每扩充1个地块，可额外招募3名弟子
sect_influence_desc,The number of occupied lots determines the number of disciples that can be recruited and the amount of tax collected from the lots.,,占领的地块数量，决定了可招募弟子数量和地块税收数量
sect_skill_num,The number of Sect Skills is determined by the number of Skills acquired by all past Masters.,,门派绝学数量由历任掌门掌握的绝学数量决定。
sect_neiGong_num,The number of Sect Inner Kungfu is determined by the number of Inner Kungfu acquired by all past Masters.,,门派内功数量由历任掌门掌握的内功数量决定。
sect_money,Warehouse Finance is determined by the total amount of coins in all containers in the Warehouse.,,门派资金由库房里所有容器中的铜钱总计决定。
sect_build,Buildings Owned are all those that belong to the sect. The Master has the authority to use these buildings.,,拥有建筑是所有归属于门派的建筑掌门拥有使用这些建筑的权限。
sect_slary,Salary Expense,,月例支出
sect_expected_income,"Expected Revenue is the sum of all disciple contributions and lot taxes, minus the salary of all disciples.",,预计收益为所有弟子的门派贡献和地块税收减去所有弟子的月例。
sect_member_contribution,Disciple Contribution,,弟子贡献
sect_member_contri_radius,{0}~{1},,{0}~{1}
sect_people_tax,Taxes from Commoners,,平民税收
sect_people_tax_ruler,"Taxes (in coins) are collected from commoners living on lots. The more commoners there are, the higher the tax revenue.",,每个拥有平民人口的地块都会缴纳铜钱税金，平民数量越多税收越多。
sect_forest_resource,Wood,,树木资源
sect_no_resource,No Warehouse,,无库房
sect_ore_resources,Ores,,矿石资源
sect_resource_intro,"On lots that yield {0}, commoners will produce the resource and deliver it to the sect.",,所有会产出{0}的地块，将由平民产出并交付门派。
sect_fish_resource,Fishery,,渔业资源
sect_herb_resource,Herbs,,草药资源
sect_anim_resource,Animals,,动物资源
sect_insects_resource,Worms,,蛊虫资源
SectPanel_1,Prestige,,声望
SectPanel_2,Sect,,门派
SectPanel_3,Sect rules,,门规
SectPanel_4,Position,,职务
SectPanel_5,Authority,,权限
SectPanel_6,Relationship,,关系
SectPanel_7,My task,,我的任务
SectPanel_8,Release commission,,发布委托
SectPanel_9,Issue orders,,发布命令
SectPanel_10,Manage Disciples,,弟子管理
SectPanel_11,Influence Relations,,势力关系
SectPanel_Info_1,Name,,名称
SectPanel_Info_2,Master,,掌门
SectPanel_Info_3,Members,,人数
SectPanel_Info_4,Influence Lots,,势力地块
SectPanel_Info_5,Warehouse Finance,,门派资金
SectPanel_Info_6,Sect good name,,门派善名
SectPanel_Info_7,Sect Infamy,,门派恶名
SectPanel_Info_8,Create Sect 「{0} coins」,,创建门派「{0}钱」
SectPanel_Info_9,Leave Sect,,脱离门派
SectPanel_Info_10,Number of Skills,,绝学数量
SectPanel_Info_11,Number of Inner Kungfu,,内功数量
SectPanel_Info_12,Buildings Owned,,拥有建筑
SectPanel_Info_13,Expected Revenue,,预计收益
SectPanel_Info_14,Disband Sect,,解散门派
SectPanel_Info_area,Sect Region,,门派区域
SectPanel_Rule_1,Entry Requirements,,入门条件
SectPanel_Rule_2,Sect Taboos,,门派禁忌
SectPanel_Rule_3,Tax Rules,,税收规则
SectPanel_Rule_4,Sect Skill,,门派绝学
SectPanel_Rule_5,Sect Inner Kungfu,,门派内功
SectPanel_Task_1,Claim Quest,,领取任务
SectPanel_Task_2,Urgent Quests,,紧急任务
SectPanel_Task_3,Long-term Quests,,长期任务
SectPanel_Task_4,New Quests,,新任务
SectPanel_Task_5,Add Executor,,添加执行者
SectPanel_Task_Tips,No active quest.,,当前没有可执行任务！
SectPanel_Task_Employ_Tips,You need to get a retainer or promotion to give orders.,,只有收服麾下或提升门派职位，才可以指派命令！
SectCreatePanel_1,Create Sect,,创建门派
SectCreatePanel_2,Name Sect,,为门派命名
SectPanel_ExitSect_Tips,Leave {0}?,,是否要脱离{0}
SectPanel_KickOut_Tips,Expel {0} from the sect?,,是否要将{0}踢出门派！
SectPanel_No_Exist_Tips,You need to join or create a sect to view the Sect Info.,,只有加入或创建门派，才能查看相应的门派信息！
SectPanel_Post_Rule,"「You can gain Prestige by challenging members of higher rank or completing commissions from sect members. Once your Prestige reaches the requisite for the next level, you can ask the Master for a promotion.」\\n「You can only challenge each person once a day.」",,「挑战更高职务的人或完成门派中人的委托任务都可以增加门派声望，声望达到下一个职务需求时可以找掌门进行职务晋升评定」\\n「每天只能对相同的人挑战一次」
SectPanel_KongFu_intor,"You can assign disciples to study your sect's school of Kungfu. Disciples will practice Skills first, followed by Inner Kungfu, and gradually upgrade their build.",,可以指定弟子修习门派的武学流派，弟子按照绝学和内功的顺序进行修炼，逐步替换自身的配置。
SectPanel_Not_Member,No available disciples in the sect. Recruit new members to strengthen your forces!,,门派没有可用弟子，招募一些弟子壮大门派吧！
Sect_Editor_Study,Edit School,,编辑流派
SectPanel_Stduy_Skill,Choose Study,,选择绝学
SectPanel_Stduy_NeiGong,Choose internal skills,,选择内功
SectPanel_Change_NeiGong,Replace internal skills,,更换内功
SectPanel_Choose_Ruler,Select the door rules,,选择门规
SectPanel_Ruler_Type,Choose the door rules,,选择门规类型
Sect_Ruler,Edit Sect Rules,,编辑门规
SectPlanel_MemberItem_1,Salary,,月例
SectPlanel_MemberItem_2,Loyalty,,忠诚
SectPlanel_MemberItem_3,Contribution,,贡献
SectPlanel_MemberItem_4,Train,,修炼
SectPlanel_MemberItem_5,Expel from the Sect,,逐出师门
SectPlanel_MemberItem_6,Work,,工作
SectPlanel_MemberItem_7,Position,,职位
SectPlanel_Choose_Member,Choose Martial Arts Member,,选择门派成员
SectPlanel_View_Member,View member information,,查看成员信息
SectPlanel_Editor_Member,Edit Member Information,,编辑成员信息
post_name_25,Deceased Chief,,已故掌门
post_name_21,Master,,掌门
post_name_20,Elder,,长老
post_name_19,Indoor Disciple,,内门弟子
post_name_18,Outdoor Disciple,,外门弟子
SectPlane_MemberItem_Intro_1,"The Master makes Sect Rules, and each position receives a salary from Warehouse Finance every 3 days.",,掌门制定门规，每个职务每隔3日从门派资金领取对应数额的月例。
SectPlane_MemberItem_Intro_2,"Loyalty is determined by the person's Affinity to the Master. If Loyalty becomes too low, they may leave the sect.",,此人对掌门的好感度决定忠诚度，忠诚度过低有可能会脱离门派。
SectPlane_MemberItem_Intro_3,Determined by the person's competence. They'll contribute coins to Warehouse Finance every 3 days.,,由此人的实力决定，每隔3日将铜钱贡献到门派资金中。
SectPlane_MemberItem_Intro_4,"The Master can assign disciples to practice the sect's school of Kungfu. Disciples will practice unmastered Skills and Inner Kungfu, and gradually upgrade their build.",,掌门可指定弟子修炼门派武学流派，弟子会按照顺序依次修炼还没有掌握的绝学和内功，修炼完成后会逐步替换自身的配置。
SectPlane_MemberItem_Intro_prestige,Challenging others in the sect or completing sect quests increases Sect Prestige. \\nHigher Prestige elevates your status in the sect.,,挑战门派中人或完成门派任务都会增加门派声望。\\n声望越高，在门派中的地位也会相应提高。
SectPlane_MemberItem_Intro_6,The Master can assign disciple jobs. Each job raises the level of the corresponding Ability. \\nDisciples with higher Ability levels work faster with better results.,,掌门可指定弟子工作，每种工作都会提高对应能力的等级。\\n对应能力等级越高，工作效率和成果越出色。
SectPlane_MemberItem_Intro_7,The Master can appoint disciples to Positions. Higher positions get higher salaries.,,"掌门可指定弟子职位,职位越高月例相应也会越多。"
SectPlane_Study_AddStudy,Add School,,添加流派
SectPlane_Study_DeleteStudy,Delete School,,删除流派
SectPlane_Study_ChooseStudy,Choose a genre,,选择流派
SectPlane_Study_SectSkill,Sect Kungfu,,门派武学
SectPlane_Study_Name,Rename School,,更改流派名
SectPlane_Study_Skill,Skills,,绝学
SectPlane_Study_NeiGong,Inner Kungfu,,内功
SectPlane_Study,School,,流派
SectPlane_Study_Unnamed,(Unnamed),,（未命名）
SectPlane_Double_Click,Double Click,,双击
SectPlane_Study_Done,School Acquired,,已习得流派
Sect_Applicant_Title,Applicant,,申请者
taboo_name_1,Infighting,,同门相争
taboo_name_2,Negative Attitude,,消极态度
taboo_name_3,Traitor of the Sect,,叛出师门
taboo_name_4,Filthy Thief,,鸡鸣狗盗
taboo_name_5,Brutal Killer,,草菅人命
SectPanel_Post_1,{0} Prestige {1},,{0}  声望{1}
SectPanel_Post_2,Elders,,长老
SectPanel_Post_3,Indoor Disciples,,内门弟子
SectPanel_Post_4,Outdoor Disciples,,外门弟子
SectWorkPanel_1,Appoint Job,,指派工作
SectWorkPanel_2,Rename Facilities,,设施改名
Sect_Info_Title_1,General Info,,综合信息
Sect_Info_Title_2,Lot Taxes,,地块税收
Sect_Info_Title_3,Sect Kungfu,,门派武学
Sect_Info_Title_4,Sect Taboos,,门派禁忌
SectWork_SectFightTips,{0} has challenged your sect to a duel. Accept?,,{0}向我方门派发起约战，是否前往参与？
Sect_Fight_Start,Departing for duel location...,,前往门派约战点...
Sect_Fight_Start_Auto,Auto dispatch members to combat?,,是否自动派遣人员前往战斗？
Sect_Fight_Start_Alone,No combatants selected. Depart for battle alone?,,当前没有选中战斗人员，是否独自前往战斗？
Sect_Fight_Player_Leave,You've left the duel lot. After some time... ,,您已离开了约战地块，一段时间后
Sect_Fight_Win_Sect,<{0}> won the duel.,,<{0}>赢得了约战
job_money_level_name_1,Salary: 300,,月例.300钱
job_money_level_name_2,Salary: 500,,月例.500钱
job_money_level_name_3,Salary: 800,,月例.800钱
job_money_level_name_4,"Salary: 1,000",,月例.1000钱
job_money_level_name_5,"Salary: 1,200",,月例.1200钱
job_money_level_name_6,"Salary: 1,500",,月例.1500钱
permission_level_name_1,Master,,掌门
permission_level_name_2,Master. Elder,,掌门.长老
permission_level_name_3,Master. Elder. Indoor Disciple,,掌门.长老.内门弟子
permission_level_name_4,All,,所有
function_permission_name_1,Make Sect Rules,,制定门规
function_permission_name_2,Manage Position,,职务管理
function_permission_name_3,Set Quest,,制定任务
function_permission_name_4,Manage Warehouse,,库房管理
function_permission_name_5,Execute Rules,,执行门规
function_permission_name_6,Manage Jail,,监牢管理
function_permission_name_7,Manage Facilities,,经营设施
function_permission_name_8,Recruit Disciples,,招募弟子
meeting_title,Sect Council,,门派议会
meeting_start,Sect Council:Pending,,门派议会·即将召开
meeting_title_punish,Sect Council:Punishment,,门派议会·禁忌惩处
meeting_title_salary,Sect Council:Salary Release,,门派议会·工资发放
meeting_btn_next,Turn Off,,关闭
meeting_btn_confirm,Join In,,参与
meeting_btn_finish,Complete Council,,完成议会
meeting_tip_none_punishment,No offenders,,无触犯门规的弟子
meeting_tip_start,Sect Council is pending,,门派议会即将召开
meeting_fund,Warehouse Finance:{0} Silver {1} Coins,,库房资金：{0}银两 {1}铜钱
punishment_level_name_0,No punishment,,不惩罚
punishment_level_name_1,Death is insufficient for the crime,,罪不容诛
punishment_level_name_2,Deprive Kungfu,,废除武功
punishment_level_name_3,3-day detention,,关押3日
punishment_level_name_4,Deduct salary,,扣除月例
salary_level_name_0,Not to release,,不发放
salary_level_name_1,Release as usual,,正常发放
salary_level_name_2,Double salary,,双倍发放
salary_content_1,Sect Salary released. You’ve got {0}.,,门派月例发放了，你获得了{0}钱
salary_content_2,Insufficient finance. Your Salary has been deducted.,,门派资金不足，你的月例被扣除了
delete_relation_content,{0} decides to end {1} with you! !!,,{0}决定与你断绝{1}！！！
title_name_1,「Champion」,,「武林盟主」
origin_identity_0,「Roamer」,,「流民」
origin_identity_1,「Stable Manager」,,「马厩掌柜」
origin_identity_2,「Spring Manager」,,「温泉掌柜」
origin_identity_3,「Langya Pavilion Manager」,,「工匠」
origin_identity_4,「Music House Manager」,,「乐楼掌柜」
origin_identity_5,「Tavern Manager」,,「酒保」
origin_identity_6,「Smithy Manager」,,「铁匠」
origin_identity_7,「Clinic Manager」,,「郎中」
origin_identity_8,「Fabric Shop Manager」,,「织匠」
origin_identity_9,「Bandit」,,「盗匪」
origin_identity_10,「Woodcutter」,,「樵夫」
origin_identity_11,「Farmer」,,「农夫」
origin_identity_12,「Miner」,,「矿工」
origin_identity_13,「Hunter」,,「猎户」
origin_identity_14,「Fisherman」,,「渔夫」
origin_identity_15,「Bodyguard」,,「保镖」
origin_identity_16,「Instructor」,,「教头」
origin_identity_17,「Beggar」,,「乞丐」
origin_identity_18,「{0} Outdoor Disciple」,,「{0}外门弟子」
origin_identity_19,「{0} Indoor Disciple」,,「{0}内门弟子」
origin_identity_20,「{0} Elder」,,「{0}长老」
origin_identity_21,「{0} Master」,,「{0}掌门」
origin_identity_22,「Champion」,,「武林盟主」
origin_identity_23,「Huanmos Servant」,,「灵仆」
origin_identity_24,「Mysterious」,,「神秘」
origin_identity_25,「Deceased Chief of {0}」,,「{0}已故掌门」
origin_identity_26,「Tavern Manager」,,「酒馆掌柜」
origin_identity_27,「Da Nei Guardian Little Banner」,,「大内禁卫·小旗」
origin_identity_28,「Da Neiwei · General Banner」,,「大内禁卫·总旗」
origin_identity_29,「Da Nei Guard · Zhenfu」,,「大内禁卫·镇抚使」
origin_identity_30,「Da Nei Guard · Commander」,,「大内禁卫·指挥使」
origin_identity_31,「Ghost soldiers」,,「鬼兵」
origin_identity_32,「Yin difference」,,「阴差」
origin_identity_33,「General judgment」,,「通判」
origin_identity_34,「Yama」,,「阎罗」
origin_identity_35,「one's ancestors」,,「府君」
identity_animal,「Wild Animal」,,「野生动物」
identity_animal_be_master,「{0}'s Pet」,,「{0}的宠物」
atti_name_100,Salute,,佩服
atti_name_101,Grateful,,感激
atti_name_102,Trust,,信任
atti_name_104,Sympathy,,怜悯
atti_name_106,Admire,,欣赏
atti_name_107,Worship,,崇拜
atti_name_108,Guilty,,愧疚
atti_name_200,Jealous,,嫉妒
atti_name_201,Suspicion,,怀疑
atti_name_202,Despise,,鄙视
atti_name_203,Hatred,,仇视
atti_name_204,Scared,,害怕
atti_name_205,Dislike,,厌恶
atti_name_300,Desireless,,无欲无求
atti_name_301,Shock,,震惊
atti_name_302,Sadness,,悲伤
atti_name_303,Just Met,,相识
Attitude_type_0,Positive Attitude,,正面态度
Attitude_type_1,Negative Attitude,,负面态度
Attitude_type_2,Neutral Attitude,,中性态度
GameQuitPanel_1,Do you want to close the game? (Will lose the last saved progress to the present),,是否关闭游戏？（会丢失上次保存到现在的进度）
GameQuitPanel_2,Yes,,是
GameQuitPanel_3,No,,否
learn_build,Acquire Buildings,,领悟建筑
GameOverPanel_1,Returned to Karma,,魂归天命
GameOverPanel_2,You’ve survived {0} days in this world.,,你在这个世界生存了{0}天
GameOverPanel_3,"「{0}{1}」,you were killed by {2}<JmTipOrange>「{3}」</>.",,「{0}{1}日」你殒命于{2}<JmTipOrange>「{3}」</>之手
GameOverPanel_4,Restart Karma,,重启天命
Big_Gate,Big Door,,大门
Small_Gate,Small Door,,小门
Attitude_Source_Desc_0,<AttiSource>Battle</>,,<AttiSource>战斗</>
Attitude_Source_Desc_1,<AttiSource>Battle</>,,<AttiSource>战斗</>
Attitude_Source_Desc_2,<AttiSource>Sneak detected</>,,<AttiSource>发觉潜行</>
Attitude_Source_Desc_3,<AttiSource>Stained:Massacre</>,,<AttiSource>染血·滥杀无辜</>
Attitude_Source_Desc_4,<AttiSource>Loot</>,,<AttiSource>搜刮</>
Attitude_Source_Desc_5,<AttiSource>Lockpicking</>,,<AttiSource>开锁</>
Attitude_Source_Desc_6,<AttiSource>Misdeed</>,,<AttiSource>恶行</>
Attitude_Source_Desc_7,<AttiSource>Ignite</>,,<AttiSource>引燃</>
Attitude_Source_Desc_8,<AttiSource>Drunk</>,,<AttiSource>醉酒</>
Attitude_Source_Desc_9,<AttiSource>Beg</>,,<AttiSource>乞讨</>
Attitude_Source_Desc_10,<AttiSource>Poison</>,,<AttiSource>下毒</>
Attitude_Source_Desc_11,<AttiSource>Commission completed</>,,<AttiSource>完成委托</>
Attitude_Source_Desc_12,<AttiSource>Commission unfinished</>,,<AttiSource>未完成委托</>
Attitude_Source_Desc_13,<AttiSource>Benefited from Exchange</>,,<AttiSource>在交易中获利</>
Attitude_Source_Desc_14,<AttiSource>Loss in Exchange</>,,<AttiSource>在交易中亏本</>
Attitude_Source_Desc_15,<AttiSource>Qin Skill:Naive</>,,<AttiSource>琴艺未入门</>
Attitude_Source_Desc_16,<AttiSource>Qin Skill:Beginner</>,,<AttiSource>琴艺·入门</>
Attitude_Source_Desc_17,<AttiSource>Qin Skill:Gong</>,,<AttiSource>琴艺·宫</>
Attitude_Source_Desc_18,<AttiSource>Qin Skill:Shang</>,,<AttiSource>琴艺·商</>
Attitude_Source_Desc_19,<AttiSource>Qin Skill:Jue</>,,<AttiSource>琴艺·角</>
Attitude_Source_Desc_20,<AttiSource>Qin Skill:Zhi</>,,<AttiSource>琴艺·徵</>
Attitude_Source_Desc_21,<AttiSource>Legendary Gear</>,,<AttiSource>传说装备</>
Attitude_Source_Desc_22,<AttiSource>Rags</>,,<AttiSource>衣衫褴褛</>
Attitude_Source_Desc_23,<AttiSource>Beautiful Looks</>,,<AttiSource>相貌美好</>
Attitude_Source_Desc_24,<AttiSource>Ugly Looks</>,,<AttiSource>相貌丑陋</>
Attitude_Source_Desc_25,<AttiSource>Disabled</>,,<AttiSource>残疾</>
Attitude_Source_Desc_26,<AttiSource>Wealth</>,,<AttiSource>财富</>
Attitude_Source_Desc_27,<AttiSource>Wealth</>,,<AttiSource>财富</>
Attitude_Source_Desc_28,<AttiSource>Power</>,,<AttiSource>实力</>
Attitude_Source_Desc_29,<AttiSource>Power</>,,<AttiSource>实力</>
Attitude_Source_Desc_30,<AttiSource>Identity</>,,<AttiSource>身份</>
Attitude_Source_Desc_31,<AttiSource>Identity</>,,<AttiSource>身份</>
Attitude_Source_Desc_32,<AttiSource>Identity</>,,<AttiSource>身份</>
Attitude_Source_Desc_33,<AttiSource>The foe of a foe is a friend</>,,<AttiSource>敌人的敌人是朋友</>
Attitude_Source_Desc_34,<AttiSource>The friend of a foe is a foe</>,,<AttiSource>敌人的朋友是敌人</>
Attitude_Source_Desc_35,<AttiSource>Stained:Justice</>,,<AttiSource>染血·替天行道</>
Attitude_Source_Desc_36,<AttiSource>Stained:Revenge</>,,<AttiSource>染血·报仇雪恨</>
Attitude_Source_Desc_37,<AttiSource>Stained:Sinner</>,,<AttiSource>染血·罪孽深重</>
Attitude_Source_Desc_38,<AttiSource>Reputation</>,,<AttiSource>名声</>
Attitude_Source_Desc_52,<AttiSource>Got something they like in Exchange</>,,<AttiSource>在交易中获得了喜欢的东西</>
Attitude_Source_Desc_53,<AttiSource>Share likes</>,,<AttiSource>有相同喜好</>
Attitude_Source_Desc_55,<AttiSource>Spar</>,,<AttiSource>切磋</>
Attitude_Source_Desc_56,<AttiSource>Received Skill</>,,<AttiSource>被传授绝学</>
Attitude_Source_Desc_57,<AttiSource>Received Inner Kungfu</>,,<AttiSource>被传授内功</>
Attitude_Source_Desc_58,<AttiSource>Received Ability</>,,<AttiSource>被传授能力</>
Attitude_Source_Desc_59,<AttiSource>Unpleasant</>,,<AttiSource>不全人</>
Attitude_Source_Desc_60,<AttiSource>Unpleasant（Affection）</>,,<AttiSource>不全人（情投意合）</>
Attitude_Source_Desc_61,<AttiSource>Mighty murderous</>,,<AttiSource>轻微的杀气</>
Attitude_Source_Desc_62,<AttiSource>murderous look</>,,<AttiSource>杀气</>
Attitude_Source_Desc_63,<AttiSource>Strong murderous</>,,<AttiSource>浓重的杀气</>
Attitude_Source_Desc_SP_1,<AttiSource>Loveworm</>,,<AttiSource>情蛊</>
Attitude_Source_Desc_SP_2,<AttiSource>Occupied bed</>,,<AttiSource>占用床</>
Attitude_Source_Desc_SP_3,<AttiSource>Betrayed the original sect</>,,<AttiSource>背叛师门</>
Attitude_Source_Desc_SP_4,<AttiSource>Bloody Feud</>,,<AttiSource>血海深仇</>
Attitude_Source_Desc_SP_5,<AttiSource>Bloodline</>,,<AttiSource>血亲关系</>
Attitude_Source_Desc_SP_6,<AttiSource>Intimacy</>,,<AttiSource>情投意合</>
Attitude_Source_Desc_SP_7,<AttiSource>Dear Friends</>,,<AttiSource>亲密挚友</>
Attitude_Source_Desc_SP_8,<AttiSource>Enmity</>,,<AttiSource>结怨关系</>
Attitude_Source_Desc_SP_9,<AttiSource>Unreserved mentorship</>,,<AttiSource>倾囊相授</>
Attitude_Source_Desc_SP_10,<AttiSource>Taming Ability</>,,<AttiSource>驯化能力</>
Attitude_Source_Desc_SP_2000,<AttiSource>Exchange</>,,<AttiSource>交易</>
Attitude_Source_Desc_SP_2001,<AttiSource>Cured Ailment</>,,<AttiSource>治疗隐疾</>
Attitude_Source_Desc_SP_2002,<AttiSource>Got blackmailed</>,,<AttiSource>被勒索</>
Attitude_Source_Desc_SP_2003,<AttiSource>Shown mercy</>,,<AttiSource>被饶恕</>
Attitude_Source_Desc_SP_2004,<AttiSource>Got healed</>,,<AttiSource>被疗伤</>
Attitude_Source_Desc_SP_2005,<AttiSource>Got knocked out</>,,<AttiSource>被击晕</>
Attitude_Source_Desc_SP_2006,<AttiSource>Got disabled</>,,<AttiSource>被打残</>
Attitude_Source_Desc_SP_2007,<AttiSource>Kungfu got destroyed</>,,<AttiSource>被废除武功</>
Attitude_Source_Desc_SP_2008,<AttiSource>Maltreated them</>,,<AttiSource>对其恶行</>
Attitude_Source_Desc_SP_2009,<AttiSource>Helped build</>,,<AttiSource>帮助建造</>
Attitude_Source_Desc_SP_2010,<AttiSource>Battle</>,,<AttiSource>发生战斗</>
Attitude_Source_Desc_SP_2011,<AttiSource>Invited for entertainment</>,,<AttiSource>受邀娱乐</>
Attitude_Source_Desc_SP_2012,<AttiSource>Shared a toast</>,,<AttiSource>共饮一觞</>
Attitude_Source_Desc_SP_2013,<AttiSource>Bad example</>,,<AttiSource>未以身作则</>
Attitude_Source_Desc_SP_2014,<AttiSource>Cede</>,,<AttiSource>投降</>
Attitude_Source_Desc_SP_2016,<AttiSource>Identity</>,,<AttiSource>身份</>
Attitude_Source_Desc_SP_2017,<AttiSource>Cured their Pos Rel</>,,<AttiSource>治疗其好感高者</>
Attitude_Source_Desc_SP_2018,<AttiSource>Cured their Neg Rel</>,,<AttiSource>治疗其好感低者</>
Attitude_Source_Desc_SP_2019,<AttiSource>Spared their Pos Rel</>,,<AttiSource>饶恕其好感高者</>
Attitude_Source_Desc_SP_2020,<AttiSource>Spared their Neg Rel</>,,<AttiSource>饶恕其好感低者</>
Attitude_Source_Desc_SP_2021,<AttiSource>Taught Kungfu to their Pos Rel</>,,<AttiSource>传授武功给其好感高者</>
Attitude_Source_Desc_SP_2022,<AttiSource>Taught Kungfu to their Neg Rel</>,,<AttiSource>传授武功给其好感低者</>
Attitude_Source_Desc_SP_2023,<AttiSource>Crippled their Pos Rel</>,,<AttiSource>打残其好感高者</>
Attitude_Source_Desc_SP_2024,<AttiSource>Crippled their Neg Rel</>,,<AttiSource>打残其好感低者</>
