"function_permission_name_7","经营设施"
"function_permission_name_8","招募弟子"
"# 门派议会相关",
"meeting_title","门派议会"
"meeting_start","门派议会·即将召开"
"meeting_title_punish","门派议会·禁忌惩处"
"meeting_title_salary","门派议会·工资发放"
"meeting_btn_next","关闭"
"meeting_btn_confirm","参与"
"meeting_btn_finish","完成议会"
"meeting_tip_none_punishment","无触犯门规的弟子"
"meeting_tip_start","门派议会即将召开"
"meeting_fund","库房资金：{0}银两 {1}铜钱"
"# 惩罚等级",
"punishment_level_name_0","不惩罚"
"punishment_level_name_1","罪不容诛"
"punishment_level_name_2","废除武功"
"punishment_level_name_3","关押3日"
"punishment_level_name_4","扣除月例"
"# 奖励等级",
"salary_level_name_0","不发放"
"salary_level_name_1","正常发放"
"salary_level_name_2","双倍发放"
"# 玩家领取月钱界面提示",
"salary_content_1","门派月例发放了，你获得了{0}钱"
"salary_content_2","门派资金不足，你的月例被扣除了"
"# 解除关系提示",
"delete_relation_content","{0}决定与你断绝{1}！！！"
# 称号,
"title_name_1","「武林盟主」"
# 身份,
"origin_identity_0","「流民」"
"origin_identity_1","「马厩掌柜」"
"origin_identity_2","「温泉掌柜」"
"origin_identity_3","「工匠」"
"origin_identity_4","「乐楼掌柜」"
"origin_identity_5","「酒保」"
"origin_identity_6","「铁匠」"
"origin_identity_7","「郎中」"
"origin_identity_8","「织匠」"
"origin_identity_9","「盗匪」"
"origin_identity_10","「樵夫」"
"origin_identity_11","「农夫」"
"origin_identity_12","「矿工」"
"origin_identity_13","「猎户」"
"origin_identity_14","「渔夫」"
"origin_identity_15","「保镖」"
"origin_identity_16","「教头」"
"origin_identity_17","「乞丐」"
"origin_identity_18","「{0}外门弟子」"
"origin_identity_19","「{0}内门弟子」"
"origin_identity_20","「{0}长老」"
"origin_identity_21","「{0}掌门」"
"origin_identity_22","「武林盟主」"
"origin_identity_23","「灵仆」"
"origin_identity_24","「神秘」"
"origin_identity_25","「{0}已故掌门」"
"origin_identity_26","「酒馆掌柜」"
"origin_identity_27","「大内禁卫·小旗」"
"origin_identity_28","「大内禁卫·总旗」"
"origin_identity_29","「大内禁卫·镇抚使」"
"origin_identity_30","「大内禁卫·指挥使」"
"origin_identity_31","「鬼兵」"
"origin_identity_32","「阴差」"
"origin_identity_33","「通判」"
"origin_identity_34","「阎罗」"
"origin_identity_35","「府君」"
"identity_animal","「野生动物」"
"identity_animal_be_master","「{0}的宠物」"
"# 正面态度",
"atti_name_100","佩服"
"atti_name_101","感激"
"atti_name_102","信任"
"atti_name_104","怜悯"
"atti_name_106","欣赏"
"atti_name_107","崇拜"
"atti_name_108","愧疚"
"# 负面态度",
"atti_name_200","嫉妒"
"atti_name_201","怀疑"
"atti_name_202","鄙视"
"atti_name_203","仇视"
"atti_name_204","害怕"
"atti_name_205","厌恶"
"# 中性态度",
"atti_name_300","无欲无求"
"atti_name_301","震惊"
"atti_name_302","悲伤"
"atti_name_303","相识"
"Attitude_type_0","正面态度"
"Attitude_type_1","负面态度"
"Attitude_type_2","中性态度"
# 游戏退出界面,
"GameQuitPanel_1","是否关闭游戏？（会丢失上次保存到现在的进度）"
"GameQuitPanel_2","是"
"GameQuitPanel_3","否"
"# 建筑领悟",
"learn_build","领悟建筑"
"# 游戏结束界面",
"GameOverPanel_1","魂归天命"
"GameOverPanel_2","你在这个世界生存了{0}天"
"GameOverPanel_3","「{0}{1}日」你殒命于{2}<JmTipOrange>「{3}」</>之手"
"GameOverPanel_4","重启天命"
"# 城墙",
"Big_Gate","大门"
"Small_Gate","小门"
"# 态度来源描述",
"Attitude_Source_Desc_0","<AttiSource>战斗</>"
"Attitude_Source_Desc_1","<AttiSource>战斗</>"
"Attitude_Source_Desc_2","<AttiSource>发觉潜行</>"
"Attitude_Source_Desc_3","<AttiSource>染血·滥杀无辜</>"
"Attitude_Source_Desc_4","<AttiSource>搜刮</>"
"Attitude_Source_Desc_5","<AttiSource>开锁</>"
"Attitude_Source_Desc_6","<AttiSource>恶行</>"
"Attitude_Source_Desc_7","<AttiSource>引燃</>"
"Attitude_Source_Desc_8","<AttiSource>醉酒</>"
"Attitude_Source_Desc_9","<AttiSource>乞讨</>"
"Attitude_Source_Desc_10","<AttiSource>下毒</>"
"Attitude_Source_Desc_11","<AttiSource>完成委托</>"
"Attitude_Source_Desc_12","<AttiSource>未完成委托</>"
"Attitude_Source_Desc_13","<AttiSource>在交易中获利</>"
"Attitude_Source_Desc_14","<AttiSource>在交易中亏本</>"
"Attitude_Source_Desc_15","<AttiSource>琴艺未入门</>"
"Attitude_Source_Desc_16","<AttiSource>琴艺·入门</>"
"Attitude_Source_Desc_17","<AttiSource>琴艺·宫</>"
"Attitude_Source_Desc_18","<AttiSource>琴艺·商</>"
"Attitude_Source_Desc_19","<AttiSource>琴艺·角</>"
"Attitude_Source_Desc_20","<AttiSource>琴艺·徵</>"
"Attitude_Source_Desc_21","<AttiSource>传说装备</>"
"Attitude_Source_Desc_22","<AttiSource>衣衫褴褛</>"
"Attitude_Source_Desc_23","<AttiSource>相貌美好</>"
"Attitude_Source_Desc_24","<AttiSource>相貌丑陋</>"
"Attitude_Source_Desc_25","<AttiSource>残疾</>"
"Attitude_Source_Desc_26","<AttiSource>财富</>"
"Attitude_Source_Desc_27","<AttiSource>财富</>"
"Attitude_Source_Desc_28","<AttiSource>实力</>"
"Attitude_Source_Desc_29","<AttiSource>实力</>"
"Attitude_Source_Desc_30","<AttiSource>身份</>"
"Attitude_Source_Desc_31","<AttiSource>身份</>"
"Attitude_Source_Desc_32","<AttiSource>身份</>"
"Attitude_Source_Desc_33","<AttiSource>敌人的敌人是朋友</>"
"Attitude_Source_Desc_34","<AttiSource>敌人的朋友是敌人</>"
"Attitude_Source_Desc_35","<AttiSource>染血·替天行道</>"
"Attitude_Source_Desc_36","<AttiSource>染血·报仇雪恨</>"
"Attitude_Source_Desc_37","<AttiSource>染血·罪孽深重</>"
"Attitude_Source_Desc_38","<AttiSource>名声</>"
"Attitude_Source_Desc_52","<AttiSource>在交易中获得了喜欢的东西</>"
"Attitude_Source_Desc_53","<AttiSource>有相同喜好</>"
"Attitude_Source_Desc_55","<AttiSource>切磋</>"
"Attitude_Source_Desc_56","<AttiSource>被传授绝学</>"
"Attitude_Source_Desc_57","<AttiSource>被传授内功</>"
"Attitude_Source_Desc_58","<AttiSource>被传授能力</>"
"Attitude_Source_Desc_59","<AttiSource>不全人</>"
"Attitude_Source_Desc_60","<AttiSource>不全人（情投意合）</>"
"Attitude_Source_Desc_61","<AttiSource>轻微的杀气</>"
"Attitude_Source_Desc_62","<AttiSource>杀气</>"
"Attitude_Source_Desc_63","<AttiSource>浓重的杀气</>"
"Attitude_Source_Desc_SP_1","<AttiSource>情蛊</>"
"Attitude_Source_Desc_SP_2","<AttiSource>占用床</>"
"Attitude_Source_Desc_SP_3","<AttiSource>背叛师门</>"
"Attitude_Source_Desc_SP_4","<AttiSource>血海深仇</>"
"Attitude_Source_Desc_SP_5","<AttiSource>血亲关系</>"
"Attitude_Source_Desc_SP_6","<AttiSource>情投意合</>"
"Attitude_Source_Desc_SP_7","<AttiSource>亲密挚友</>"
"Attitude_Source_Desc_SP_8","<AttiSource>结怨关系</>"
"Attitude_Source_Desc_SP_9","<AttiSource>倾囊相授</>"
"Attitude_Source_Desc_SP_10","<AttiSource>驯化能力</>"
"Attitude_Source_Desc_SP_2000","<AttiSource>交易</>"
"Attitude_Source_Desc_SP_2001","<AttiSource>治疗隐疾</>"
"Attitude_Source_Desc_SP_2002","<AttiSource>被勒索</>"
"Attitude_Source_Desc_SP_2003","<AttiSource>被饶恕</>"
"Attitude_Source_Desc_SP_2004","<AttiSource>被疗伤</>"
"Attitude_Source_Desc_SP_2005","<AttiSource>被击晕</>"
"Attitude_Source_Desc_SP_2006","<AttiSource>被打残</>"
"Attitude_Source_Desc_SP_2007","<AttiSource>被废除武功</>"
"Attitude_Source_Desc_SP_2008","<AttiSource>对其恶行</>"
"Attitude_Source_Desc_SP_2009","<AttiSource>帮助建造</>"
"Attitude_Source_Desc_SP_2010","<AttiSource>发生战斗</>"
"Attitude_Source_Desc_SP_2011","<AttiSource>受邀娱乐</>"
"Attitude_Source_Desc_SP_2012","<AttiSource>共饮一觞</>"
"Attitude_Source_Desc_SP_2013","<AttiSource>未以身作则</>"
"Attitude_Source_Desc_SP_2014","<AttiSource>投降</>"
"Attitude_Source_Desc_SP_2016","<AttiSource>身份</>"
"Attitude_Source_Desc_SP_2017","<AttiSource>治疗其好感高者</>"
"Attitude_Source_Desc_SP_2018","<AttiSource>治疗其好感低者</>"
"Attitude_Source_Desc_SP_2019","<AttiSource>饶恕其好感高者</>"
"Attitude_Source_Desc_SP_2020","<AttiSource>饶恕其好感低者</>"
"Attitude_Source_Desc_SP_2021","<AttiSource>传授武功给其好感高者</>"
"Attitude_Source_Desc_SP_2022","<AttiSource>传授武功给其好感低者</>"
"Attitude_Source_Desc_SP_2023","<AttiSource>打残其好感高者</>"
"Attitude_Source_Desc_SP_2024","<AttiSource>打残其好感低者</>"
"Attitude_Source_Desc_SP_2025","<AttiSource>废除其好感低者武功</>"
"Attitude_Source_Desc_SP_2026","<AttiSource>废除其好感高者武功</>"
"Attitude_Source_Desc_SP_2027","<AttiSource>拿取其好感高者的首级</>"
"Attitude_Source_Desc_SP_2028","<AttiSource>拿取其好感低者的首级</>"
"Attitude_Source_Desc_SP_2029","<AttiSource>搜刮其好感高者</>"
"Attitude_Source_Desc_SP_2030","<AttiSource>搜刮其好感低者</>"
"Attitude_Source_Desc_SP_2031","<AttiSource>被搜刮</>"
"Attitude_Source_Desc_SP_2032","<AttiSource>施舍</>"
"Attitude_Source_Desc_SP_2033","<AttiSource>对其好感高者施舍</>"
"Attitude_Source_Desc_SP_2034","<AttiSource>对其好感低者施舍</>"
"Attitude_Source_Desc_SP_2035","<AttiSource>奇遇</>"
"Attitude_Source_Desc_SP_2038","<AttiSource>竞拍</>"
"Attitude_Source_Desc_SP_2039","<AttiSource>喂养</>"
"Attitude_Source_Desc_SP_2040","<AttiSource>小有结怨</>"
"Attitude_Source_Desc_SP_2041","<AttiSource>结下梁子</>"
"Attitude_Source_Desc_SP_2042","<AttiSource>深仇大恨</>"
"Attitude_Source_Desc_SP_2043","<AttiSource>同门之谊</>"
"Attitude_Source_Desc_SP_2044","<AttiSource>主从关系</>"
"Attitude_Source_Desc_SP_2045","<AttiSource>挑战门派成员</>"
"Attitude_Source_Desc_SP_2046","<AttiSource>对其好感高者的痛下狠手</>"
"Attitude_Source_Desc_SP_2047","<AttiSource>对其好感低者的痛下狠手</>"
"Attitude_Source_Desc_SP_2048","<AttiSource>势力外交</>"
"Attitude_Source_Desc_SP_2049","<AttiSource>拖欠月例</>"
"Attitude_Source_Desc_SP_2050","<AttiSource>抓捕通缉犯</>"
"Attitude_Source_Desc_SP_3000","<AttiSource>嘴炮战斗</>"
"Attitude_Source_Desc_SP_99998","<AttiSource>解除关系</>"
"Attitude_Source_Desc_SP_99999","<AttiSource>解除关系</>"
#没有态度,
"none_attitude","素未谋面"
"relation_murder_desc","已被{0}·{1}击杀！！"
"relation_murder_died_dec","凶手已死亡！！"
#打听位置,
"relation_query_position","打听位置"
"relation_mark_position","标记位置"
"relation_delete_relation","解除关系"
"relation_free_monster","放生"
"relation_query_other_relation","查看关系"
"relation_call_back_anima","召唤"
"relation_employeemanagement","麾下管理"
#能力,
"ability_name_210000","武技"
"ability_name_210001","奇招"
"ability_name_210002","变招"
"ability_name_210003","挂招"
"ability_name_210004","守招"
"ability_name_210005","轻功"
"ability_name_210006","锻造"
"ability_name_210007","奇术"
"ability_name_210008","壁虎游墙"
"ability_name_210009","医术"
"ability_name_210010","织造"
"ability_name_210011","制作"
"ability_name_210012","营造"
"ability_name_210013","驯化"
"ability_name_210014","烹饪"
"ability_name_210015","酒道"
"ability_name_210016","音律"
"ability_name_210017","棋艺"
"ability_name_210018","书法"
"ability_name_210019","丹青"
"ability_name_210020","诗词"
"ability_name_210021","踏雪无痕"
"ability_name_210022","蜻蜓点水"
"ability_name_210023","易容"
"ability_name_210024","铜皮铁骨"
"ability_name_210025","掌法运用"
"ability_name_210026","拳法运用"
"ability_name_210027","腿法运用"
"ability_name_210028","兵器运用"
"ability_name_210029","暗器运用"
"ability_name_210030","乞讨"
"ability_name_210031","潜行"
"ability_name_210032","基础嘴炮"
"ability_name_210033","重新思考"
"ability_name_210034","强化心境"
"ability_name_210035","深思熟虑"
"ability_name_210036","思维开阔"
"ability_level_0","未习得"
#等级描述「最大等级为6」,
"ability_level_1","入门"
"ability_level_2","熟练"
"ability_level_3","小成"
"ability_level_4","精通"
"ability_level_5","大成"
"ability_level_6","圆满"
#能力界面,
"li_lian","血脉"
"reset_li_lian","重置血脉"
"argument_collect","嘴炮收集"
"level_up","进阶"
"level_up_cost","<AbDesc> 「进阶」花费 {0} 血脉点</>"
"exp_point_desc","<TipGreen>「血脉」 </><TipGray>在游戏世界中，每习得一个能力都会获得血脉点数。 </>\\n<TipGray>血脉点可以传承后人。 </>"
"ability_level_desc_0","未习得"
"ability_level_desc_1","入门"
"ability_level_desc_2","熟练"
"ability_level_desc_3","小成"
"ability_level_desc_4","精通"
"ability_level_desc_5","大成"
"ability_level_desc_6","圆满"
#能力描述,
"desc_ability_none_start","<NengLiJinJie>尚未在游戏世界中习得，无法进阶</>"
#武技描述,
"desc_210000_fun_1","<AbDesc>「挂招」每回合，生成 1 个挂招</>"
"desc_210000_fun_2","<AbDesc>「连招」每连接 4 个相同招式，抽取 1 个相同招式</>"
"desc_210000_fun_3","<AbDesc>「变招」每回合，生成 1 个变招</>"
"desc_210000_fun_4","<AbDesc>「奇招」连接 3 种以上不同招式，抽取 1 个招式</>"
"desc_210000_fun_5","<AbDesc>「守招」每回合，生成 1 个守招</>"
"desc_210000_fun_6","<AbDesc>增强挂招、连招、变招、奇招、守招</>"
"desc_210000_up_1","<NengLiJinJie>「入门方式」通过砍树、挖矿、采集训练</>"
"desc_210000_up_2","<NengLiJinJie>「进阶熟练」通过砍树、挖矿、采集训练</>"
"desc_210000_up_3","<NengLiJinJie>「进阶小成」通过砍树、挖矿、采集训练</>"
"desc_210000_up_4","<NengLiJinJie>「进阶精通」通过打坐练习</>"
"desc_210000_up_5","<NengLiJinJie>「进阶大成」通过战斗练习</>"
"desc_210000_up_6","<NengLiJinJie>「进阶圆满」使用练功房木人练习</>"
#轻功描述,
"desc_210005_fun_1","<AbDesc>拥有超越常人的跳跃能力</>"
"desc_210005_fun_2","<AbDesc>提高跳跃和闪转腾挪的能力，二段跳</>"
"desc_210005_fun_3","<AbDesc>大幅提高跳跃和闪转腾挪的能力，三段跳</>"
"desc_210005_up_1","<NengLiJinJie>「入门方式」通过奔跑练习</>"
"desc_210005_up_2","<NengLiJinJie>「进阶熟练」在逐鹰台悟道石领悟</>"
"desc_210005_up_3","<NengLiJinJie>「进阶小成」在镜湖石林悟道石领悟</>"
# 锻造描述,
"desc_210006_fun_1","<AbDesc>可在熔炉锻造粗制装备</>"
"desc_210006_fun_2","<AbDesc>有概率锻造出精制装备</>"
"desc_210006_fun_3","<AbDesc>提升精制装备概率</>"
"desc_210006_fun_4","<AbDesc>提升精制装备概率</>"
"desc_210006_fun_5","<AbDesc>最低制作出精制装备</>"
"desc_210006_fun_6","<AbDesc>有概率制作出传说装备</>"
"desc_210006_up_1","<NengLiJinJie>「入门方式」找铁匠学习</>"
"desc_210006_up_2","<NengLiJinJie>「进阶熟练」在熔炉打造装备以进阶</>"
"desc_210006_up_3","<NengLiJinJie>「进阶小成」在熔炉打造装备以进阶</>"
"desc_210006_up_4","<NengLiJinJie>「进阶精通」在熔炉打造装备以进阶</>"
"desc_210006_up_5","<NengLiJinJie>「进阶大成」在熔炉打造装备以进阶</>"
"desc_210006_up_6","<NengLiJinJie>「进阶圆满」相传是「欧氏」一脉的不传之秘</>"
# 奇术描述,
"desc_210007_fun_1","<AbDesc>精通机关锁器的能力，提高{0}%开锁速度，可偷取总价值{1}物品</>"
"desc_210007_fun_2","<AbDesc>提高{0}%开锁速度，可偷取总价值{1}物品</>"
"desc_210007_fun_3","<AbDesc>提高{0}%开锁速度，可偷取总价值{1}物品</>"
"desc_210007_fun_4","<AbDesc>提高{0}%开锁速度，可偷取总价值{1}物品</>"
"desc_210007_fun_5","<AbDesc>提高{0}%开锁速度，可偷取总价值{1}物品</>"
"desc_210007_fun_6","<AbDesc>提高{0}%开锁速度，可偷取总价值{1}物品</>"
"desc_210007_up_1","<NengLiJinJie>「入门方式」通过开锁、偷窃练习</>"
"desc_210007_up_2","<NengLiJinJie>「进阶熟练」通过开锁、偷窃练习</>"
"desc_210007_up_3","<NengLiJinJie>「进阶小成」通过开锁、偷窃练习</>"
"desc_210007_up_4","<NengLiJinJie>「进阶精通」通过开锁、偷窃练习</>"
"desc_210007_up_5","<NengLiJinJie>「进阶大成」通过开锁、偷窃练习</>"
"desc_210007_up_6","<NengLiJinJie>「进阶圆满」相传是「柳氏」一脉的不传之秘</>"
# 壁虎游墙描述,
"desc_210008_fun_1","<AbDesc>拥有攀爬峭壁的能力</>"
"desc_210008_fun_2","<AbDesc>增加攀爬速度</>"
"desc_210008_fun_3","<AbDesc>减少攀爬内力消耗</>"
"desc_210008_up_1","<NengLiJinJie>「入门方式」多次跳跃练习</>"
"desc_210008_up_2","<NengLiJinJie>「进阶熟练」攀爬悬崖练习</>"
"desc_210008_up_3","<NengLiJinJie>「进阶小成」相传是「柳氏」一脉的不传之秘</>"
# 医术描述,
"desc_210009_fun_1","<AbDesc>可解锁丹药配方</>"
"desc_210009_fun_2","<AbDesc>可解锁丹药配方</>"
"desc_210009_fun_3","<AbDesc>可解锁丹药配方，领悟内功金针度穴功</>"
"desc_210009_fun_4","<AbDesc>可解锁丹药配方</>"
"desc_210009_fun_5","<AbDesc>可解锁丹药配方</>"
"desc_210009_fun_6","<AbDesc>可解锁丹药配方</>"
"desc_210009_up_1","<NengLiJinJie>「入门方式」找郎中学习</>"
"desc_210009_up_2","<NengLiJinJie>「进阶熟练」通过药炉炼药以进阶</>"
"desc_210009_up_3","<NengLiJinJie>「进阶小成」通过药炉炼药以进阶</>"
"desc_210009_up_4","<NengLiJinJie>「进阶精通」通过药炉炼药以进阶</>"
"desc_210009_up_5","<NengLiJinJie>「进阶大成」通过药炉炼药以进阶</>"
"desc_210009_up_6","<NengLiJinJie>「进阶圆满」相传是「姬氏」一脉的不传之秘</>"
# 织造描述,
"desc_210010_fun_1","<AbDesc>可在织机制作粗制装备</>"
"desc_210010_fun_2","<AbDesc>有概率制作出精制装备</>"
"desc_210010_fun_3","<AbDesc>提升精制装备概率</>"
"desc_210010_fun_4","<AbDesc>提升精制装备概率</>"
"desc_210010_fun_5","<AbDesc>最低制作出精制装备</>"
"desc_210010_fun_6","<AbDesc>有概率制作出传说装备</>"
"desc_210010_up_1","<NengLiJinJie>「入门方式」找织匠学习</>"
"desc_210010_up_2","<NengLiJinJie>「进阶熟练」在织机打造装备以进阶</>"
"desc_210010_up_3","<NengLiJinJie>「进阶小成」在织机打造装备以进阶</>"
"desc_210010_up_4","<NengLiJinJie>「进阶精通」在织机打造装备以进阶</>"
"desc_210010_up_5","<NengLiJinJie>「进阶大成」在织机打造装备以进阶</>"
"desc_210010_up_6","<NengLiJinJie>「进阶圆满」相传是「胡氏」一脉的不传之秘</>"
# 制作描述,
"desc_210011_fun_1","<AbDesc>可解锁机关配方</>"
"desc_210011_fun_2","<AbDesc>可解锁机关配方</>"
"desc_210011_fun_3","<AbDesc>可解锁机关配方</>"
"desc_210011_fun_4","<AbDesc>可解锁机关配方</>"
"desc_210011_fun_5","<AbDesc>可解锁机关配方</>"
"desc_210011_fun_6","<AbDesc>可解锁机关配方</>"
"desc_210011_up_1","<NengLiJinJie>「入门方式」背包中制作初级物品学习</>"
"desc_210011_up_2","<NengLiJinJie>「进阶熟练」制作物品学习</>"
"desc_210011_up_3","<NengLiJinJie>「进阶小成」制作物品学习</>"
"desc_210011_up_4","<NengLiJinJie>「进阶精通」制作物品学习</>"
"desc_210011_up_5","<NengLiJinJie>「进阶大成」制作物品学习</>"
"desc_210011_up_6","<NengLiJinJie>「进阶圆满」相传是「墨氏」一脉的不传之秘</>"
"desc_210011_0","<AbDesc>奋力开发中，敬请期待！</>"
"desc_210011_0_lilian","<AbDesc>奋力开发中，敬请期待！</>"
# 营造描述,
"desc_210012_fun_1","<AbDesc>可任意营造建筑，解锁建筑模块</>"
"desc_210012_fun_2","<AbDesc>解锁更高级的建筑模块</>"
"desc_210012_fun_3","<AbDesc>解锁更高级的建筑模块</>"
"desc_210012_fun_4","<AbDesc>解锁更高级的建筑模块</>"
"desc_210012_fun_5","<AbDesc>解锁更高级的建筑模块</>"
"desc_210012_fun_6","<AbDesc>解锁更高级的建筑模块</>"
"desc_210012_up_1","<NengLiJinJie>「入门方式」建造房屋获得经验</>"
"desc_210012_up_2","<NengLiJinJie>「进阶熟练」建造房屋获得经验</>"
"desc_210012_up_3","<NengLiJinJie>「进阶小成」建造房屋获得经验</>"
"desc_210012_up_4","<NengLiJinJie>「进阶精通」建造房屋获得经验</>"
"desc_210012_up_5","<NengLiJinJie>「进阶大成」建造房屋获得经验</>"
"desc_210012_up_6","<NengLiJinJie>「进阶圆满」相传是「公输氏」一脉的不传之秘</>"
# 驯化描述,
"desc_210013_fun_1","动物晕厥后可进行驯化\\n<TDName>【「马」</>可以乘骑和改装马车】\\n<TDName>【「鹰」</>可以进入鹰眼模式，帮助追踪目标】\\n<TDName>【「猴」</>可以乞讨和运输物资】\\n<TDName>【「蛇」</>可以开锁和下毒】\\n<TDName>【「貂」</>可以帮助寻找宝藏】\\n<TDName>【「鸡」</>可以产蛋】"
"desc_210013_up_1","<NengLiJinJie>「入门方式」制作简易陷阱或找马厩掌柜学习</>"
# 烹饪描述,
"desc_210014_fun_1","<AbDesc>可解锁食物配方</>"
"desc_210014_fun_2","<AbDesc>可解锁食物配方</>"
"desc_210014_fun_3","<AbDesc>可解锁食物配方</>"
"desc_210014_fun_4","<AbDesc>可解锁食物配方</>"
"desc_210014_fun_5","<AbDesc>可解锁食物配方</>"
"desc_210014_fun_6","<AbDesc>可解锁食物配方</>"
"desc_210014_up_1","<NengLiJinJie>「入门方式」通过火堆烹饪练习</>"
"desc_210014_up_2","<NengLiJinJie>「进阶熟练」通过火堆烹饪练习</>"
"desc_210014_up_3","<NengLiJinJie>「进阶小成」通过火堆烹饪练习</>"
"desc_210014_up_4","<NengLiJinJie>「进阶精通」通过火堆烹饪练习</>"
"desc_210014_up_5","<NengLiJinJie>「进阶大成」通过火堆烹饪练习</>"
"desc_210014_up_6","<NengLiJinJie>「进阶圆满」通过火堆烹饪练习</>"
# 酒道描述,
"desc_210015_fun_1","<AbDesc>提高酒量</>"
"desc_210015_fun_2","<AbDesc>提高酒量，增加醉意抵抗</>"
"desc_210015_fun_3","<AbDesc>提高酒量，增加基础醉意</>"
"desc_210015_up_1","<NengLiJinJie>「入门方式」通过制作酒坛练习</>"
"desc_210015_up_2","<NengLiJinJie>「进阶熟练」通过喝酒练习</>"
"desc_210015_up_3","<NengLiJinJie>「进阶小成」醉意层数达到50层</>"
# 音律描述,
"desc_210016_fun_1","<AbDesc>演奏时增加音律经验</>"
"desc_210016_fun_2","<AbDesc>演奏时增加音律经验，可以演奏更高级的曲谱</>"
"desc_210016_fun_3","<AbDesc>演奏时增加音律经验，可以演奏更高级的曲谱</>"
"desc_210016_fun_4","<AbDesc>演奏时增加音律经验，可以演奏更高级的曲谱</>"
"desc_210016_fun_5","<AbDesc>演奏时增加音律经验，可以演奏更高级的曲谱</>"
"desc_210016_fun_6","<AbDesc>音律能力已至圆满。</>"
"desc_210016_up_1","<NengLiJinJie>「入门方式」通过乐楼古筝演奏练习</>"
"desc_210016_up_2","<NengLiJinJie>「进阶熟练」通过乐楼古筝演奏练习</>"
"desc_210016_up_3","<NengLiJinJie>「进阶小成」通过乐楼古筝演奏练习</>"
"desc_210016_up_4","<NengLiJinJie>「进阶精通」通过乐楼古筝演奏练习</>"
"desc_210016_up_5","<NengLiJinJie>「进阶大成」通过乐楼古筝演奏练习</>"
"desc_210016_up_6","<NengLiJinJie>「进阶圆满」相传是「师氏」一脉的不传之秘</>"
"desc_210017_fun_1","<AbDesc>棋艺</>"
"desc_210017_up_1","<NengLiJinJie>「入门方式」开发中</>"
"desc_210018_fun_1","<AbDesc>书法</>"
"desc_210018_up_1","<NengLiJinJie>「入门方式」开发中</>"
"desc_210019_fun_1","<AbDesc>丹青</>"
"desc_210019_up_1","<NengLiJinJie>「入门方式」开发中</>"
"desc_210020_fun_1","<AbDesc>诗词</>"
"desc_210020_up_1","<NengLiJinJie>「入门方式」开发中</>"
# 踏雪无痕描述,
"desc_210021_fun_1","<AbDesc>增加负重</>"
"desc_210021_up_1","<NengLiJinJie>「入门方式」满负重移动</>"
"desc_210022_fun_1","<AbDesc>减少轻功的内力消耗</>"
"desc_210022_up_1","<NengLiJinJie>「入门方式」通过水面跳跃练习</>"
# 易容描述,
"desc_210023_fun_1","<AbDesc>暂未开放</>"
"desc_210023_fun_2","<AbDesc>暂未开放</>"
"desc_210023_fun_3","<AbDesc>暂未开放</>"
"desc_210023_fun_4","<AbDesc>暂未开放</>"
"desc_210023_fun_5","<AbDesc>暂未开放</>"
"desc_210023_fun_6","<AbDesc>暂未开放</>"
"desc_210023_up_1","<NengLiJinJie>「入门方式」暂未开放</>"
"desc_210023_up_2","<NengLiJinJie>「进阶熟练」暂未开放</>"
"desc_210023_up_3","<NengLiJinJie>「进阶小成」暂未开放</>"
"desc_210023_up_4","<NengLiJinJie>「进阶精通」暂未开放</>"
"desc_210023_up_5","<NengLiJinJie>「进阶大成」暂未开放</>"
"desc_210023_up_6","<NengLiJinJie>「进阶圆满」暂未开放</>"
# 铜皮铁骨描述,
"desc_210024_fun_1","<AbDesc>最大气血{0}</>"
"desc_210024_fun_2","<AbDesc>最大气血{0}</>"
"desc_210024_fun_3","<AbDesc>抵抗招式伤害{0}</>"
"desc_210024_fun_4","<AbDesc>最大气血{0}</>"
"desc_210024_fun_5","<AbDesc>最大气血{0}</>"
"desc_210024_fun_6","<AbDesc>抵抗招式伤害{0}</>"
"desc_210024_up_1","<NengLiJinJie>「入门方式」通过挨打练习</>"
"desc_210024_up_2","<NengLiJinJie>「进阶熟练」通过挨打练习</>"
"desc_210024_up_3","<NengLiJinJie>「进阶小成」通过挨打练习</>"
"desc_210024_up_4","<NengLiJinJie>「进阶精通」通过挨打练习</>"
"desc_210024_up_5","<NengLiJinJie>「进阶大成」通过挨打练习</>"
"desc_210024_up_6","<NengLiJinJie>「进阶圆满」通过挨打练习</>"
# 掌法运用描述,
"desc_210025_fun_1","<AbDesc>掌法攻击力{0}</>"
"desc_210025_fun_2","<AbDesc>掌法攻击力{0}</>"
"desc_210025_fun_3","<AbDesc>掌法攻击力{0}</>"
"desc_210025_fun_4","<AbDesc>掌法攻击力{0}</>"
"desc_210025_fun_5","<AbDesc>掌法攻击力{0}</>"
"desc_210025_fun_6","<AbDesc>掌法攻击力{0}</>"
"desc_210025_up_1","<NengLiJinJie>「入门方式」战斗中使用掌法招式</>"
"desc_210025_up_2","<NengLiJinJie>「进阶熟练」战斗中使用掌法招式</>"
"desc_210025_up_3","<NengLiJinJie>「进阶小成」战斗中使用掌法招式</>"
"desc_210025_up_4","<NengLiJinJie>「进阶精通」战斗中使用掌法招式</>"
"desc_210025_up_5","<NengLiJinJie>「进阶大成」战斗中使用掌法招式</>"
"desc_210025_up_6","<NengLiJinJie>「进阶圆满」战斗中使用掌法招式</>"
# 拳法运用描述,
"desc_210026_fun_1","<AbDesc>拳法攻击力{0}</>"
